Wall time,Step,Value
1589181040.5388703,14172000,-445.90643310546875
1589181091.7867,14196000,-445.43975830078125
1589181115.8749683,14208000,-440.81756591796875
1589181166.904548,14232000,-444.9842224121094
1589181191.0323932,14244000,-445.3064270019531
1589181265.566514,14280000,-435.86199951171875
1589181339.8436565,14316000,-444.9953308105469
1589181366.9217672,14328000,-439.2508850097656
1589181391.5527866,14340000,-433.2564392089844
1589181415.8048294,14352000,-437.5231018066406
1589181442.4383852,14364000,-436.8258972167969
1589181466.6756742,14376000,-434.4508972167969
1589181491.035743,14388000,-435.1619873046875
1589181518.8238337,14400000,-440.52587890625
1589181566.828772,14424000,-441.1397705078125
1589181617.5441592,14448000,-441.6064453125
1589181641.340727,14460000,-439.31201171875
1589181691.501332,14484000,-437.2120056152344
1589181742.1791341,14508000,-442.73004150390625
1589181789.861262,14532000,-429.9397888183594
1589181816.2314732,14544000,-439.8425598144531
1589181840.7881062,14556000,-437.31201171875
1589181864.9851925,14568000,-433.5231018066406
1589181891.844336,14580000,-426.8592224121094
1589181916.7119784,14592000,-426.61199951171875
1589182016.330894,14640000,-432.7619934082031
1589182142.1567497,14700000,-422.4397888183594
1589182166.3827176,14712000,-423.4786682128906
1589182218.5396426,14736000,-429.86199951171875
1589182242.338471,14748000,-427.88421630859375
1589182344.159453,14796000,-422.0342102050781
1589182368.1933887,14808000,-425.8009033203125
1589182392.6270561,14820000,-421.7731018066406
1589182444.9946494,14844000,-435.35089111328125
1589182520.0410612,14880000,-421.41754150390625
1589182595.7866642,14916000,-425.7175598144531
1589182646.435478,14940000,-420.521728515625
1589182694.3875232,14964000,-418.8564453125
1589182721.5171597,14976000,-420.0175476074219
1589182769.892084,15000000,-418.4231262207031
1589182796.5042,15012000,-417.3675537109375
1589182872.6243932,15048000,-417.08837890625
1589182896.566431,15060000,-418.5064392089844
1589182920.33113,15072000,-416.2175598144531
1589182971.1737401,15096000,-417.0342102050781
1589182995.0236924,15108000,-431.2008972167969
